year_of_publication,category,isbn
1994.0,['Biographers - Fiction'],1
1994.0,['Biographers'],10
1994.0,['Biographical fiction'],17
1994.0,['Biography & Autobiography'],367
1994.0,['Biography'],4
1994.0,['Biology'],2
1994.0,['Birth order'],2
1994.0,['Birthday books.'],1
1994.0,['Birthdays'],3
1994.0,['Black humor'],1
1994.0,['Blackberries'],1
1994.0,"['Blair, Sonora (Fictitious character)']",3
1994.0,"['Blake, Anita (Fictitious character)']",28
1994.0,['Blessing and cursing'],1
1994.0,"['Bletchley (Buckinghamshire, England)']",1
1994.0,"['Bliss, Vicky (Fictitious character)']",2
1994.0,['Blizzards'],3
1994.0,['Board books'],1
1994.0,['Boarding schools'],3
1994.0,"['Body, Mind & Spirit']",92
1994.0,"['Bolan, Mack (Fictitious character)']",1
1994.0,['Bombay (India)'],1
1994.0,['Book selection'],1
1994.0,['Bookmakers (Gambling)'],1
1994.0,['Books and reading'],11
1994.0,['Books on tape'],2
1994.0,['Borrowers (Fictitious characters)'],1
1994.0,['Bosnia and Hercegovina'],1
1994.0,['Bosnia and Herzegovina'],6
1994.0,['Boston (Mass.)'],1
1994.0,['Botany'],1
1994.0,['Boxcar children (Fictitious characters)'],13
1994.0,['Boys'],10
1994.0,['British Columbia in art'],1
1994.0,['British'],7
1994.0,['Brooklyn'],5
1994.0,['Brothers and sisters'],14
1994.0,['Brothers'],4
1994.0,['Buddhism'],1
1994.0,['Buddhist funeral rites and ceremonies'],1
1994.0,['Buddhist priests'],1
1994.0,['Bullies'],1
1994.0,['Business & Economics'],68
1994.0,"['Business and economics, etc']",1
1994.0,['Business enterprises'],2
1994.0,['Business'],3
1994.0,['Businesswomen'],4
1994.0,['Buttons.'],1
1994.0,['C (Computer program language)'],1
1994.0,['Calculus'],1
1994.0,['Caldecott Medal'],2
1994.0,['California'],1
1994.0,"['California, Northern']",1
1994.0,['Cambridge (England)'],4
1994.0,['Camping'],1
1994.0,['Camps'],2
1994.0,['Canada'],12
1994.0,['Canadian fiction'],1
1994.0,['Cancer'],10
1994.0,['Canon (Literarature)'],6
1994.0,['Career changes'],1
1994.0,['Castaways'],1
1994.0,['Castles'],1
1994.0,['Caterpillars'],5
1994.0,['Cathedrals'],1
1994.0,['Cats'],10
1994.0,['Cave dwellers'],2
1994.0,['Celebrities'],2
1994.0,['Celts'],2
1994.0,['Central Ameríca'],1
1994.0,['Cephalonia (Greece : Municipality)'],9
1994.0,['Cerebrovascular disease'],3
1994.0,"['Chan, Sam']",2
1994.0,['Chang (psychology)'],3
1994.0,['Charity-schools'],4
1994.0,['Cheerleading'],1
1994.0,['Chemistry'],2
1994.0,"['Chemistry, Forensic']",1
1994.0,"['Chemistry, Physical and theoretical']",1
1994.0,['Chess'],1
1994.0,['Chicago (Ill.)'],7
1994.0,['Chickens'],2
1994.0,['Child Rearing'],1
1994.0,['Child development'],1
1994.0,['Childlessness'],1
1994.0,['Children and war'],4
1994.0,['Children of presidents'],1
1994.0,['Children of prisoners'],1
1994.0,['Children'],7
1994.0,['China'],4
1994.0,['Chinese American families'],1
1994.0,['Chinese American women'],7
1994.0,['Chinese Americans'],1
1994.0,['Chinese classics'],1
1994.0,['Chocolate chip cookies'],1
1994.0,['Chocolate'],1
1994.0,['Cholesterol'],1
1994.0,"['Christian fiction, American']",1
1994.0,['Christian life'],2
1994.0,['Christmas stories'],9
1994.0,['Christmas'],1
1994.0,['Chronic diseases'],2
1994.0,['Church history'],1
1994.0,['Cipher and telegraph codes'],1
1994.0,['City and town life'],12
1994.0,['Civil service ethics'],1
1994.0,['Civilization'],2
1994.0,"['Civilization, Medieval']",2
1994.0,"['Civilization, Modern']",1
1994.0,"['Clerkenwell (London, England)']",1
1994.0,['Clothing and dress'],1
1994.0,['Clubs'],2
1994.0,['Clue'],2
1994.0,"['Cody, William Frederick']",1
1994.0,['Collectors and collecting'],1
1994.0,['College and school drama'],1
1994.0,['College readers'],1
1994.0,['Cologne (Germany)'],7
1994.0,['Colorado'],1
1994.0,['Coma'],1
1994.0,['Comedies'],1
1994.0,"['Comic books, strips, etc']",2
1994.0,['Comic fantasy'],5
1994.0,['Comics & Graphic Novels'],22
1994.0,['Communication in families'],1
1994.0,['Communications software'],1
1994.0,['Communism'],1
1994.0,['Compact discs'],1
1994.0,['Composers'],3
1994.0,['Computer Communication Networks'],1
1994.0,['Computer graphics'],1
1994.0,['Computer industry'],3
1994.0,['Computers'],26
1994.0,['Concentration camps'],1
1994.0,['Conduct of life'],1
1994.0,['Confession'],7
1994.0,['Consumer education'],1
1994.0,['Contests'],1
1994.0,['Contrat social'],1
1994.0,['Cookbooks'],1
1994.0,['Cookery'],1
1994.0,"['Cookery, Asian']",1
1994.0,['Cooking (Herbs)'],1
1994.0,['Cooking'],68
1994.0,['Cornwall (England : County)'],3
1994.0,['Counting'],3
1994.0,['Country life'],4
1994.0,['Courage'],5
1994.0,['Courtly love in literature.'],1
1994.0,['Courtship'],19
1994.0,['Cousins'],1
1994.0,['Cowboys'],3
1994.0,['Crafts & Hobbies'],24
1994.0,"['Creation (Literary, artistic, etc.)']",1
1994.0,['Creationism'],1
1994.0,['Creative activities and seat work'],1
1994.0,['Cremation'],1
1994.0,['Cricket'],1
1994.0,['Crime'],10
1994.0,['Criminals'],3
1994.0,['Criminals.'],1
1994.0,['Criticism'],1
1994.0,['Crow Indians'],1
1994.0,['Crusades'],1
1994.0,['Culture conflict'],1
1994.0,['Culture shock'],1
1994.0,['Curiosities and wonders'],1
1994.0,['Curiosities and wonders.'],1
1994.0,['Czech fiction'],4
1994.0,['Dachshunds'],1
1994.0,['Dakota Indians'],1
1994.0,['Damascus (Syria)'],1
1994.0,['Database design'],1
1994.0,['Death row inmates'],1
1994.0,['Death'],10
1994.0,"['Decker, Peter (Fictitious character)']",4
1994.0,['Deer'],1
1994.0,"['Dent, Arthur (Fictitious character)']",27
1994.0,['Depressed persons'],4
1994.0,"['Design, Industrial']",1
1994.0,['Desktop publishing'],5
1994.0,['Detective and mystery stories'],80
1994.0,"['Detective and mystery stories, American']",1
1994.0,"['Detective and mystery stories, English']",1
1994.0,"['Detective and mystery stories, Spanish']",1
1994.0,['Diamonds'],3
1994.0,['Diaries'],2
1994.0,['Diary fiction'],3
1994.0,['Diet'],1
1994.0,['Dinosaurs'],2
1994.0,['Discoveries in geography'],2
1994.0,['Divination'],1
1994.0,['Divorce'],1
1994.0,['Dogs'],5
1994.0,['Dogsledding'],1
1994.0,['Dolls'],3
1994.0,['Domestic fiction'],86
1994.0,"['Domestic fiction, Canadian']",9
1994.0,['Donald Duck (Fictitious character)'],1
1994.0,"['Doris Lessing, Autobiography, (1919-1949)']",1
1994.0,"['Dracula, Count (Fictitious character)']",18
1994.0,['Dragons'],3
1994.0,['Drama'],42
1994.0,"['Dramatists, English']",1
1994.0,['Drug control'],1
1994.0,['Drug interactions'],1
1994.0,['Dublin (Ireland)'],1
1994.0,['Dune (Imaginary place)'],19
1994.0,['Dutch fiction'],2
1994.0,['Dutch literature'],1
1994.0,['East and West'],3
1994.0,['Ecuador'],1
1994.0,['Edinburgh (Scotland)'],2
1994.0,['Education'],22
1994.0,['Egypt'],1
1994.0,['Elephants'],1
1994.0,['Eleventh century'],1
1994.0,['Emotions'],1
1994.0,['Employment interviewing'],1
1994.0,['Empresses'],1
1994.0,['Encyclopedias and dictionaries'],4
1994.0,['Endurance sports'],1
1994.0,['Engineers'],14
1994.0,['England'],12
1994.0,['English drama'],5
1994.0,['English fiction'],62
1994.0,['English language'],3
1994.0,['English literature'],1
1994.0,['English poetry'],1
1994.0,['English wit and humor'],1
1994.0,['Entertaining'],1
1994.0,['Equality'],1
1994.0,['Essence (Philosophy)'],3
1994.0,['Europe'],2
1994.0,['European communities'],1
1994.0,['Euthanasia'],4
1994.0,['Ex-convicts'],1
1994.0,['Examinations'],1
1994.0,['Executives'],1
1994.0,['Explorers'],5
1994.0,['Extraterrestrial beings'],2
1994.0,['FAMILY & RELATIONSHIPS'],13
1994.0,['FICTION'],22
1994.0,['Fables'],1
1994.0,['Fairies'],1
1994.0,['Fairy tales'],5
1994.0,['Families'],10
1994.0,['Family & Relationships'],54
1994.0,['Family life'],1
1994.0,['Family violence'],2
1994.0,['Fantasy fiction'],5
1994.0,"['Fantasy fiction, Canadian']",1
1994.0,"['Fantasy fiction, French']",2
1994.0,['Fantasy'],14
1994.0,['Fathers and daughters'],3
1994.0,['Fear of the dark'],1
1994.0,['Feminism'],2
1994.0,['Femmes et littérature - Grande-Bretagne - Histoire - 19e siècle'],1
1994.0,['Feng shui'],4
1994.0,['Fiber in human nutrition'],1
1994.0,['Fiction in English'],5
1994.0,['Fiction'],4865
1994.0,['Film adaptations'],1
1994.0,"['Finance, Personal']",1
1994.0,"['Finance, Personal.']",2
1994.0,['Finback whale'],1
1994.0,['Firearms'],1
1994.0,['Flags'],1
1994.0,['Flagstaff (Ariz.)'],1
1994.0,['Folk medicine'],3
1994.0,['Folklore'],4
1994.0,['Foreign Language Study'],5
1994.0,['Fossils'],1
1994.0,['Foster children'],1
1994.0,['France'],6
1994.0,['Free will and determination'],1
1994.0,['French drama'],2
1994.0,['French fiction'],12
1994.0,['French language materials'],2
1994.0,['French language'],1
1994.0,['French literature'],3
1994.0,['French wit and humor'],2
1994.0,['Friendship'],11
1994.0,['Frontier and pioneer life'],3
1994.0,['Functional literacy'],2
1994.0,['Furniture'],1
1994.0,['Future life'],1
1994.0,['Games & Activities'],8
1994.0,['Games'],9
1994.0,['Gangster films'],1
1994.0,['Gardening'],15
1994.0,['Gardens'],4
1994.0,['Gay youth'],1
1994.0,['Geishas'],69
1994.0,['Generals'],1
1994.0,['Generation X'],11
1994.0,['German drama'],3
1994.0,['German fiction'],21
1994.0,['German language materials'],3
1994.0,['German language'],3
1994.0,['German literature'],1
1994.0,['Ghost stories.'],1
1994.0,['Ghosts'],3
1994.0,['Gifts'],2
1994.0,['Girl Scouts'],1
1994.0,['Girls'],5
1994.0,['Glasgow (Scotland)'],4
1994.0,['Glow-in-the-dark books'],2
1994.0,['God'],1
1994.0,['Gods'],1
1994.0,['Golf'],1
1994.0,['Gothic revival (Literature)'],1
1994.0,['Graphology'],1
1994.0,['Great Britain'],6
1994.0,['Greenwood (N.C.)'],1
1994.0,['Greeting cards'],2
1994.0,['Guilt'],3
1994.0,['Gulls'],1
1994.0,['HISTORY'],16
1994.0,['Hairdressing'],1
1994.0,['Hallucinogenic drugs and religious experience'],1
1994.0,['Handicraft'],3
1994.0,['Hanoi (Vietnam)'],3
1994.0,['Haunted houses'],6
1994.0,['Hawaii'],1
1994.0,['Health & Fitness'],46
1994.0,['Helicopter pilots'],1
1994.0,['Hell'],6
1994.0,['Herbs'],1
1994.0,['High school students'],4
1994.0,['High schools'],1
1994.0,['Highlands (Scotland)'],1
1994.0,['Hiking'],1
1994.0,['Historical fiction'],1
1994.0,['History'],145
1994.0,['Hockey stories'],1
1994.0,['Holy Shroud'],2
1994.0,['Holy Spirit'],1
1994.0,['Home economics.'],4
1994.0,['Home-based businesses'],3
1994.0,['Homeless persons'],1
1994.0,['Homework'],1
1994.0,['Honeymooners (Television program)'],1
1994.0,['Horror stories.'],4
1994.0,['Horror tales'],21
1994.0,"['Horror tales, American']",5
1994.0,"['Horror tales, English']",1
1994.0,"['Horror tales, French']",3
1994.0,['Horse racing'],2
1994.0,['House & Home'],6
1994.0,['House buying'],1
1994.0,['Human anatomy'],1
1994.0,['Human body'],1
1994.0,['Human cloning'],1
1994.0,['Human ecology'],2
1994.0,['Human evolution'],1
1994.0,['Humor'],262
1994.0,['Humorous stories'],13
1994.0,['Idaho'],1
1994.0,['Identity (Psychology)'],2
1994.0,['Imaginary wars and battles'],2
1994.0,['Imagination'],1
1994.0,['Impressionism (Art)'],1
1994.0,['India'],1
1994.0,['Indian mythology'],1
1994.0,['Indians of North America'],3
1994.0,['Insurance crimes'],1
1994.0,['Intelligence tests'],1
1994.0,['Interior decoration'],2
1994.0,['Internet'],1
1994.0,['Interpersonal communication'],2
1994.0,['Interpersonal relations'],7
1994.0,['Interplanetary voyages'],6
1994.0,['Investigations'],2
1994.0,['Ireland'],11
1994.0,['Irish language'],1
1994.0,['JUVENILE FICTION'],5
1994.0,['Jamaica'],3
1994.0,['Jewish women'],1
1994.0,['Jews'],5
1994.0,['Journalists'],2
1994.0,['Juvenile Fiction'],518
1994.0,['Juvenile Nonfiction'],78
1994.0,['Juvenile homicide'],1
1994.0,['Kindergarten'],1
1994.0,['Knights and knighthood'],1
1994.0,['Krynn (Imaginary place)'],1
1994.0,['Language Arts & Disciplines'],28
1994.0,['Language and culture'],1
1994.0,"['Larch, Marian (Fictitious character)']",1
1994.0,['Large type books'],2
1994.0,['Law'],2
1994.0,['Lesbians'],2
1994.0,['Linux'],1
1994.0,['Lion'],1
1994.0,['Literary Collections'],14
1994.0,['Literary Criticism'],37
1994.0,['Literature'],2
1994.0,['Loch Ness monster'],1
1994.0,['Love stories'],1
1994.0,['Love'],2
1994.0,['Lucid dreams'],1
1994.0,['Maine'],2
1994.0,"['Maladies mentales - Classification - Cas, Études de']",1
1994.0,['Man-woman relationships'],3
1994.0,['Manipulative behavior'],1
1994.0,['Marblehead (Mass.)'],2
1994.0,['Mass murder'],1
1994.0,['Mathematics'],4
1994.0,"['Maxims, American']",1
1994.0,['Medical'],6
1994.0,['Meditation'],2
1994.0,['Mediterranean Region'],1
1994.0,['Mental Disorders'],1
1994.0,['Mentally ill women'],4
1994.0,['Mexican Americans'],2
1994.0,['Microcomputers'],2
1994.0,['Middle aged women'],1
1994.0,['Miniature painting'],1
1994.0,['Missing children'],2
1994.0,['Monaco'],1
1994.0,['Mormon Church'],1
1994.0,['Mother and child.'],1
1994.0,['Mothers and daughters'],3
1994.0,['Motion picture actors and actresses'],2
1994.0,['Motion picture producers and directors'],1
1994.0,['Motion pictures'],2
1994.0,['Mozambican fiction (Portuguese)'],2
1994.0,"['Mulder, Fox (Fictitious character)']",3
1994.0,['Murder'],1
1994.0,['Music'],27
1994.0,['Natural history'],1
1994.0,['Nature'],24
1994.0,['Near-death experiences'],1
1994.0,['Negativism'],1
1994.0,['New Jerusalem Church'],1
1994.0,['Nicaragua'],1
1994.0,['Novel'],1
1994.0,['Ontario'],1
1994.0,['Operas'],1
1994.0,['Orange'],1
1994.0,['Outer space'],1
1994.0,['PAPERBACK COLLECTION.'],1
1994.0,['Painters'],1
1994.0,['Parapsychology'],1
1994.0,['Parrots'],1
1994.0,['Patagonia (Argentina and Chile)'],1
1994.0,['Performing Arts'],20
1994.0,"['Persian Gulf War, 1991']",1
1994.0,['Pets'],10
1994.0,['Philadelphia (Pa.)'],2
1994.0,['Philosophy'],38
1994.0,['Photograph albums'],2
1994.0,['Photography'],4
1994.0,"['Photography, Artistic.']",1
1994.0,"['Picture dictionaries, English']",1
1994.0,['Plays on words'],1
1994.0,['Plot-your-own stories.'],1
1994.0,['Poetry'],51
1994.0,"['Poets, American']",1
1994.0,"['Poets, Chilean']",1
1994.0,['Poland'],1
1994.0,['Police corruption'],1
1994.0,['Political Science'],22
1994.0,['Portugal'],4
1994.0,['Portuguese fiction'],1
1994.0,['Portuguese language'],1
1994.0,['Prague (Czech Republic)'],1
1994.0,['Presidents'],1
1994.0,['Prophecies (Occultism)'],3
1994.0,['Prostitution'],1
1994.0,['Provence (France)'],2
1994.0,['Psychoanalysis'],1
1994.0,['Psychological fiction'],5
1994.0,['Psychology'],42
1994.0,['Quantum leap (Television program)'],1
1994.0,['Quotations'],1
1994.0,['Ra (Egyptian deity)'],1
1994.0,['Radio broadcasters'],1
1994.0,['Readers (Elementary)'],1
1994.0,['Readers'],1
1994.0,['Reconstruction'],1
1994.0,['Reference'],29
1994.0,['Religion'],94
1994.0,"['Riddles, Juvenile']",2
1994.0,['Road machinery'],1
1994.0,['Robots'],1
1994.0,['Rock groups'],1
1994.0,['Rock music'],1
1994.0,['Rock musicians'],1
1994.0,['Roman policier'],1
1994.0,['Roman'],2
1994.0,['Romance fiction'],2
1994.0,['SAT (Educational test)'],1
1994.0,['Sarek (Fictitious character)'],3
1994.0,['Satire - Ouvrages avant 1800'],1
1994.0,['Science fiction'],7
1994.0,"['Science fiction, American']",2
1994.0,"['Science fiction, English']",8
1994.0,['Science'],42
1994.0,['Self-Help'],50
1994.0,['Self-perception'],1
1994.0,['Self-reliance'],1
1994.0,['Selling'],1
1994.0,['Sex in literature'],1
1994.0,['Shipwreck survival'],1
1994.0,['Shoes'],1
1994.0,['Short stories'],2
1994.0,['Sibling rivalry'],1
1994.0,['Signs and symbols'],2
1994.0,['Singers'],2
1994.0,['Snakes'],1
1994.0,['Soccer'],2
1994.0,['Social Science'],67
1994.0,['Social interaction'],1
1994.0,['Social service'],1
1994.0,['Sociology'],1
1994.0,['Solaris (Computer file)'],1
1994.0,['Soviet Union'],1
1994.0,['Space and time'],1
1994.0,['Space vehicle accidents'],3
1994.0,['Spanish fiction'],1
1994.0,['Spanish language materials'],1
1994.0,['Spiritual healing'],1
1994.0,['Spitfire (Fighter plane)'],1
1994.0,['Sports & Recreation'],16
1994.0,['Spy stories'],4
1994.0,['Students'],3
1994.0,['Study Aids'],3
1994.0,['Success.'],2
1994.0,['Sweden'],1
1994.0,['Technology & Engineering'],18
1994.0,['Television broadcasting'],1
1994.0,['Telluride (Colo.)'],1
1994.0,['Thunderchief (Fighter planes)'],1
1994.0,['Time management'],1
1994.0,['Time travel'],1
1994.0,['Transportation'],2
1994.0,['Travel'],34
1994.0,['True Crime'],19
1994.0,['Tugboats'],1
1994.0,['Tyrol (Austria)'],4
1994.0,['United States'],1
1994.0,['Vampire films'],4
1994.0,['Vampires'],1
1994.0,['Vegetarian cookery'],1
1994.0,['Veterans'],1
1994.0,['Veterinarians'],5
1994.0,['Victims of crimes'],1
1994.0,['Weather'],1
1994.0,['Weddings'],2
1994.0,['Whales'],1
1994.0,"['World War, 1914-1918']",1
1994.0,"['World War, 1939-1945']",2
1994.0,['Young Adult Fiction'],1
1994.0,['Zen Buddhism'],1
1995.0,"[""Children's poetry""]",1
1995.0,"[""Children's poetry, American.""]",1
1995.0,"[""Children's poetry, English""]",1
1995.0,"[""Children's stories""]",9
1995.0,"[""Children's stories, American.""]",2
1995.0,"[""Children's stories, Danish""]",4
1995.0,"[""Children's stories.""]",2
1995.0,['Abandoned children'],1
1995.0,['Abdomen'],1
1995.0,['Absence and presumption of death'],1
1995.0,['Abused children'],6
1995.0,['Accelerated readers'],1
1995.0,['Acquaintance rape'],1
1995.0,['Acting'],1
1995.0,['Actors and actresses'],1
1995.0,['Actors'],2
1995.0,['Actresses'],1
1995.0,['Administration of estates'],1
1995.0,['Adolescence'],5
1995.0,['Adultery'],3
1995.0,['Adventure and adventurers'],9
1995.0,['Adventure games'],1
1995.0,['Adventure stories'],7
1995.0,"['Adventure stories, American']",2
1995.0,"['Advertising, Direct-mail']",1
1995.0,['Afghanistan'],1
1995.0,['Africa'],6
1995.0,['African American basketball players'],1
1995.0,['African American families'],1
1995.0,['African American football players'],2
1995.0,['African American police'],7
1995.0,['African Americans in radio broadcasting'],4
1995.0,['African Americans'],2
1995.0,['Alaska'],1
1995.0,['Alcoholics'],1
1995.0,['Aliens'],1
1995.0,['Allergy'],1
1995.0,['Alman romanı'],2
1995.0,['Alternative medicine'],2
1995.0,['American essays'],1
1995.0,['American fiction'],6
1995.0,['American literature'],2
1995.0,['American poetry'],3
1995.0,['American poetry.'],3
1995.0,['American wit and humor'],1
1995.0,"['American wit and humor, Pictorial']",1
1995.0,"['American wit and humor, Pictorial.']",1
1995.0,['American wit and humor.'],1
1995.0,['Americans'],4
1995.0,['Amitié'],1
1995.0,['Anatomy'],1
1995.0,['Angels'],2
1995.0,['Anger'],1
1995.0,['Anglo-Saxons'],4
1995.0,['Animal behavior'],8
1995.0,['Animal ghosts'],1
1995.0,['Animal heroes'],2
1995.0,['Animal welfare'],1
1995.0,['Animals'],4
1995.0,['Antarctica'],2
1995.0,['Anthropic principle'],1
1995.0,['Anthropology'],1
1995.0,['Antiques & Collectibles'],2
1995.0,['Antiques'],1
1995.0,['Anxiety'],1
1995.0,['Apocalypse now (Motion picture)'],1
1995.0,['Archaeologists'],1
1995.0,['Architects'],9
1995.0,['Architecture'],9
1995.0,['Arctic regions'],3
1995.0,['Aromatherapy'],1
1995.0,['Art'],32
1995.0,"['Art, American']",1
1995.0,['Arthurian romances'],2
1995.0,['Artists'],1
1995.0,['Assertiveness (Psychology)'],1
1995.0,['Asterix (Fictitious character)'],1
1995.0,['Astral projection'],2
1995.0,['Astronautics'],1
1995.0,['Atlantic cod'],1
1995.0,['Atomic bomb'],1
1995.0,['Attitude (Psychology)'],1
1995.0,"['Aubrey, Jack (Fictitious character)']",1
1995.0,['Aunts'],4
1995.0,"['Austen, Kate (Fictitious character)']",1
1995.0,['Austin Region (Tex.)'],1
1995.0,['Australia'],9
1995.0,['Australian drama'],1
1995.0,['Australian football'],1
1995.0,['Authors and publishers'],1
1995.0,['Authors and readers.'],2
1995.0,['Authors'],3
1995.0,"['Authors, Dutch']",1
1995.0,"['Authors, English']",2
1995.0,"['Authors, German']",1
1995.0,"['Authors, Spanish']",11
1995.0,['Authorship'],2
1995.0,['Babysitters'],3
1995.0,['Bachelors'],4
1995.0,['Badgers'],1
1995.0,"['Baggins, Bilbo (Fictitious character)']",6
1995.0,['Barcelona (Spain)'],1
1995.0,['Baseball stories'],2
1995.0,['Basketball'],1
1995.0,['Beaches'],1
1995.0,['Bear cubs'],1
1995.0,['Beatitudes'],2
1995.0,"['Beckett, Sam (Fictitious character)']",1
1995.0,['Bedtime'],1
1995.0,['Behavior'],3
1995.0,"['Berry, Wendy']",1
1995.0,['Bible crafts.'],1
1995.0,"['Bible stories, English']",1
1995.0,['Bible'],3
